,School Name,Address,School type,Board,School Type,School Type.1,Established year,Address1,Details,School_type,P/G,Board,Co-Educational,Established
2991,Siddhartha High School,"Mallikarjuna Nagar, Chintal
Warangal - 500004, Andhra Pradesh, India
Phone: (08723) 69909990, 65653365
Details:
Kindergarten - Class X
CBSE Board
Private School
Co-Educational School",Kindergarten - Class X,CBSE Board,Private School,Co-Educational School,,"Mallikarjuna Nagar, Chintal
Warangal - 500004, Andhra Pradesh, India
Phone: (08723) 69909990, 65653365
","Kindergarten - Class X
CBSE Board
Private School
Co-Educational School",Kindergarten - Class X,Private School,CBSE Board,Co-Educational School,
2992,Siddhartha Junior College,"13th Line, Santhi Nagar
Eluru - 534007, Andhra Pradesh, India
Phone: (08812) 224481, 224482
Details:
Play - Class V
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",Play - Class V,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"13th Line, Santhi Nagar
Eluru - 534007, Andhra Pradesh, India
Phone: (08812) 224481, 224482
","Play - Class V
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",Play - Class V,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
2993,Siddhartha Little Public School,"13th Line, Santhinagar
Eluru - 534007, Andhra Pradesh, India
Phone: (08812) 224481, 224482
Details:
Play - Class V
Private School
Co-Educational School",Play - Class V,Private School,Co-Educational School,,,"13th Line, Santhinagar
Eluru - 534007, Andhra Pradesh, India
Phone: (08812) 224481, 224482
","Play - Class V
Private School
Co-Educational School",Play - Class V,Private School,,Co-Educational School,
2994,Siddhartha Public School,"H.No. 9-21, Hanuman Nagar, Beside AVI Clinics, Boduppal
Nalgonda - 500039, Andhra Pradesh, India
Phone: (040) 27204433
Mobile : 9652354322, 9652354323
Details:
Class V - Class XII
CBSE Board
Private School
Co-Educational School",Class V - Class XII,CBSE Board,Private School,Co-Educational School,,"H.No. 9-21, Hanuman Nagar, Beside AVI Clinics, Boduppal
Nalgonda - 500039, Andhra Pradesh, India
Phone: (040) 27204433
Mobile : 9652354322, 9652354323
","Class V - Class XII
CBSE Board
Private School
Co-Educational School",Class V - Class XII,Private School,CBSE Board,Co-Educational School,
2995,Siddhartha Residential High School,"Millenium Campus, Vatluru
Eluru - 534007, Andhra Pradesh, India
Phone: (08812) 224483
Details:
High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"Millenium Campus, Vatluru
Eluru - 534007, Andhra Pradesh, India
Phone: (08812) 224483
","High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
2996,Siddhartha Residential School,"8-3-1060/B-8, Srinagar Colony, Ameerpet, Begumpeth
Hyderabad - 500016, Andhra Pradesh, India
Phone: (040) 23741986
Details:
Class V - Class XII
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",Class V - Class XII,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"8-3-1060/B-8, Srinagar Colony, Ameerpet, Begumpeth
Hyderabad - 500016, Andhra Pradesh, India
Phone: (040) 23741986
","Class V - Class XII
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",Class V - Class XII,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
2997,Siddhartha School,"Church Street, Newpet, Chandragiri
Tirupati - 517101, Andhra Pradesh, India
Phone: (0877) 2272615
Details:
High Secondary School
CBSE Board
Private School
Co-Educational School",High Secondary School,CBSE Board,Private School,Co-Educational School,,"Church Street, Newpet, Chandragiri
Tirupati - 517101, Andhra Pradesh, India
Phone: (0877) 2272615
","High Secondary School
CBSE Board
Private School
Co-Educational School",High Secondary School,Private School,CBSE Board,Co-Educational School,
2998,Siddhartha Vinaya Vidya Niketan High School,"Alwal, Malkajgiri
Hyderabad - 500047, Andhra Pradesh, India
Phone: (040) 27226845
Details:
Class V - Class XII
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",Class V - Class XII,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"Alwal, Malkajgiri
Hyderabad - 500047, Andhra Pradesh, India
Phone: (040) 27226845
","Class V - Class XII
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",Class V - Class XII,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
2999,Siddhartha White Board School,"H.No. 9-21, Hanuman Nagar, Opposite Tirumala Padmavati Gardens, Boduppal
Hyderabad - 500039, Andhra Pradesh, India
Phone: (040) 27204433, 32934500
Details:
Play - Class X
CBSE Board
Private School
Co-Educational School",Play - Class X,CBSE Board,Private School,Co-Educational School,,"H.No. 9-21, Hanuman Nagar, Opposite Tirumala Padmavati Gardens, Boduppal
Hyderabad - 500039, Andhra Pradesh, India
Phone: (040) 27204433, 32934500
","Play - Class X
CBSE Board
Private School
Co-Educational School",Play - Class X,Private School,CBSE Board,Co-Educational School,
3000,Siddhis School,"Plot No. 55, 56, Chakradhari Nagar Colony, Near Allwyn Colony, Phase 2, Bus Stop
Hyderabad - 500072, Andhra Pradesh, India
Mobile : 8885550506, 9246211044
Details:
Nursery - Class V
CBSE Board
Private School
Co-Educational School",Nursery - Class V,CBSE Board,Private School,Co-Educational School,,"Plot No. 55, 56, Chakradhari Nagar Colony, Near Allwyn Colony, Phase 2, Bus Stop
Hyderabad - 500072, Andhra Pradesh, India
Mobile : 8885550506, 9246211044
","Nursery - Class V
CBSE Board
Private School
Co-Educational School",Nursery - Class V,Private School,CBSE Board,Co-Educational School,
3001,Siddkara Tha Quest Vidyalaya,"Eluru - 534350, Andhra Pradesh, India
Phone: (08812) 224481, 224482
Details:
Class V - Class X
CBSE Board
Private School
Co-Educational School",Class V - Class X,CBSE Board,Private School,Co-Educational School,,"Eluru - 534350, Andhra Pradesh, India
Phone: (08812) 224481, 224482
","Class V - Class X
CBSE Board
Private School
Co-Educational School",Class V - Class X,Private School,CBSE Board,Co-Educational School,
3002,Sidhartha High School,"Plot No. 8-3-1060/B-8, Opp. Post Office, ATM Centre Road, Srinagar Colony-Yousufguda
Hyderabad - 500073, Andhra Pradesh, India
Phone: (040) 23744240, 24744240
Mobile : 9290649355
Details:
High Secondary School
CBSE Board
Private School
Co-Educational School
Established in 1995",High Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1995,"Plot No. 8-3-1060/B-8, Opp. Post Office, ATM Centre Road, Srinagar Colony-Yousufguda
Hyderabad - 500073, Andhra Pradesh, India
Phone: (040) 23744240, 24744240
Mobile : 9290649355
","High Secondary School
CBSE Board
Private School
Co-Educational School
Established in 1995",High Secondary School,Private School,CBSE Board,Co-Educational School,Established in 1995
3003,Sikharagra Talent School,"Bhavani Nagar, Serilingampally
Hyderabad - 500019, Andhra Pradesh, India
Phone: (040) 32999377
Mobile : 9348088777
Details:
Play - Nursery
Private School
Co-Educational School",Play - Nursery,Private School,Co-Educational School,,,"Bhavani Nagar, Serilingampally
Hyderabad - 500019, Andhra Pradesh, India
Phone: (040) 32999377
Mobile : 9348088777
","Play - Nursery
Private School
Co-Educational School",Play - Nursery,Private School,,Co-Educational School,
3004,Silicon Valley School,"St. Ann's College Road Down, MIG II-14, HUDA Colony, Mehdipatnam
Hyderabad - 500028, Andhra Pradesh, India
Phone: (040) 23510293
Mobile : 9866543077, 9989833809
Details:
Play - Nursery
Private School
Co-Educational School",Play - Nursery,Private School,Co-Educational School,,,"St. Ann's College Road Down, MIG II-14, HUDA Colony, Mehdipatnam
Hyderabad - 500028, Andhra Pradesh, India
Phone: (040) 23510293
Mobile : 9866543077, 9989833809
","Play - Nursery
Private School
Co-Educational School",Play - Nursery,Private School,,Co-Educational School,
3005,Silver Bells Central School,"East Mission Compound, Old Maternity Hospital Road
Tirupati - 517501, Andhra Pradesh, India
Phone: (0877) 2230875, 6561008, 6561009
Mobile : 9963185544
Details:
Senior Secondary School
CBSE Board
Private School
Co-Educational School",Senior Secondary School,CBSE Board,Private School,Co-Educational School,,"East Mission Compound, Old Maternity Hospital Road
Tirupati - 517501, Andhra Pradesh, India
Phone: (0877) 2230875, 6561008, 6561009
Mobile : 9963185544
","Senior Secondary School
CBSE Board
Private School
Co-Educational School",Senior Secondary School,Private School,CBSE Board,Co-Educational School,
3006,Silver Bells High School,"Kadapa - Gooty Road, Kagithala Penta, Ravindra Nagar
Kadapa - 516101, Andhra Pradesh, India
Mobile : 9394818213
Details:
Class V - Class X
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",Class V - Class X,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"Kadapa - Gooty Road, Kagithala Penta, Ravindra Nagar
Kadapa - 516101, Andhra Pradesh, India
Mobile : 9394818213
","Class V - Class X
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",Class V - Class X,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
3007,Silver Drop High School,"Meerpet Rute, Jillela Duda, Charminar
Hyderabad - 500016, Andhra Pradesh, India
Phone: (040) 55186652
Details:
Nursery - Class X
CBSE Board
Private School
Co-Educational School",Nursery - Class X,CBSE Board,Private School,Co-Educational School,,"Meerpet Rute, Jillela Duda, Charminar
Hyderabad - 500016, Andhra Pradesh, India
Phone: (040) 55186652
","Nursery - Class X
CBSE Board
Private School
Co-Educational School",Nursery - Class X,Private School,CBSE Board,Co-Educational School,
3008,Silver Drops High School,"16-1-280/1, Saidabad
Hyderabad - 500059, Andhra Pradesh, India
Phone: (040) 24070088
Details:
High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"16-1-280/1, Saidabad
Hyderabad - 500059, Andhra Pradesh, India
Phone: (040) 24070088
","High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
3009,Silver Jubilee High School,"Nampally
Hyderabad - 500001, Andhra Pradesh, India
Phone: (040) 65697836
Details:
High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"Nampally
Hyderabad - 500001, Andhra Pradesh, India
Phone: (040) 65697836
","High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
3010,Silver Jubilee Junior College,"#7-144/2, Nagendra Nagar Colony, Habsiguda
Hyderabad - 500007, Andhra Pradesh, India
Phone: (040) 27179455
Mobile : 9391356979, 9849835081
Details:
Senior Secondary School
Andhra Pradesh Board of Intermediate Education
Private School
Co-Educational School",Senior Secondary School,Andhra Pradesh Board of Intermediate Education,Private School,Co-Educational School,,"#7-144/2, Nagendra Nagar Colony, Habsiguda
Hyderabad - 500007, Andhra Pradesh, India
Phone: (040) 27179455
Mobile : 9391356979, 9849835081
","Senior Secondary School
Andhra Pradesh Board of Intermediate Education
Private School
Co-Educational School",Senior Secondary School,Private School,Andhra Pradesh Board of Intermediate Education,Co-Educational School,
3011,Silver Oaks International School,"Bachupally, Miyapur
Hyderabad - 500090, Andhra Pradesh, India
Phone: (040) 23047777, 23048888, 23047788
Mobile : 9440800696, 9440800698
Details:
Nursery - Class XII
CBSE Board
Private School (International)
Co-Educational School",Nursery - Class XII,CBSE Board,Private School (International),Co-Educational School,,"Bachupally, Miyapur
Hyderabad - 500090, Andhra Pradesh, India
Phone: (040) 23047777, 23048888, 23047788
Mobile : 9440800696, 9440800698
","Nursery - Class XII
CBSE Board
Private School (International)
Co-Educational School",Nursery - Class XII,Private School (International),CBSE Board,Co-Educational School,
3012,Simhapuri Public School,"Kommare Pudi
Nellore - 524004, Andhra Pradesh, India
Phone: (0861) 325955
Details:
Nursery - Class XII
ICSE/ISC Board
Private School
Co-Educational School",Nursery - Class XII,ICSE/ISC Board,Private School,Co-Educational School,,"Kommare Pudi
Nellore - 524004, Andhra Pradesh, India
Phone: (0861) 325955
","Nursery - Class XII
ICSE/ISC Board
Private School
Co-Educational School",Nursery - Class XII,Private School,ICSE/ISC Board,Co-Educational School,
3013,Sir C Ramalinga Ready Public School,"G.N.T. Road, Eluru Industrial Estate
Eluru - 534006, Andhra Pradesh, India
Phone: (08812) 233350
Details:
Senior Secondary School
CBSE Board
Private School
Co-Educational School
Established in 1984",Senior Secondary School,CBSE Board,Private School,Co-Educational School,Established in 1984,"G.N.T. Road, Eluru Industrial Estate
Eluru - 534006, Andhra Pradesh, India
Phone: (08812) 233350
","Senior Secondary School
CBSE Board
Private School
Co-Educational School
Established in 1984",Senior Secondary School,Private School,CBSE Board,Co-Educational School,Established in 1984
3014,Siri's Fun School,"77, Syndicate Bank Colony, West Marredpally
Secunderabad - 500026, Andhra Pradesh, India
Phone: (040) 27802305
Mobile : 9490118905
Details:
Play - Nursery
Private School
Co-Educational School",Play - Nursery,Private School,Co-Educational School,,,"77, Syndicate Bank Colony, West Marredpally
Secunderabad - 500026, Andhra Pradesh, India
Phone: (040) 27802305
Mobile : 9490118905
","Play - Nursery
Private School
Co-Educational School",Play - Nursery,Private School,,Co-Educational School,
3015,Sishu Gurukul Primary School,"16-139, Simhachalam Road, Srinivasa Nagar
Vishakhapatnam - 530016, Andhra Pradesh, India
Phone: (0891) 3297848
Details:
Primary School
Private School
Co-Educational School",Primary School,Private School,Co-Educational School,,,"16-139, Simhachalam Road, Srinivasa Nagar
Vishakhapatnam - 530016, Andhra Pradesh, India
Phone: (0891) 3297848
","Primary School
Private School
Co-Educational School",Primary School,Private School,,Co-Educational School,
3016,Sishu Montessori Play School,"Beside Westside Tata Sky, Beside Khan Lateef Khan Blg, Chapel Road
Hyderabad - 500001, Andhra Pradesh, India
Mobile : 9866394604
Details:
Play - Nursery
Private School (Montessori)
Co-Educational School",Play - Nursery,Private School (Montessori),Co-Educational School,,,"Beside Westside Tata Sky, Beside Khan Lateef Khan Blg, Chapel Road
Hyderabad - 500001, Andhra Pradesh, India
Mobile : 9866394604
","Play - Nursery
Private School (Montessori)
Co-Educational School",Play - Nursery,Private School (Montessori),,Co-Educational School,
3017,Sishu Vihar Montessori School,"#3-4-759/4, Andhra Yuvathi Mandali, Barkatpura, Kachiguda
Hyderabad - 500027, Andhra Pradesh, India
Phone: (040) 27568925
Details:
High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Andhra Pradesh Board of Secondary Education,Private School,Co-Educational School,,"#3-4-759/4, Andhra Yuvathi Mandali, Barkatpura, Kachiguda
Hyderabad - 500027, Andhra Pradesh, India
Phone: (040) 27568925
","High Secondary School
Andhra Pradesh Board of Secondary Education
Private School
Co-Educational School",High Secondary School,Private School,Andhra Pradesh Board of Secondary Education,Co-Educational School,
